FID,compriment_via,largura_via,velocid_limite,fluxo_carros,velocid_carros
775,13.34,2,50,343.5,45.75
776,115,3,50,310.5,50.5
777,115,3,50,310.5,50.5
778,28.94,2,50,85.5,52
779,28.94,2,50,85.5,52
780,30.65,4,30,556,31
781,30.65,4,30,556,31
782,30.65,4,30,556,31
783,30.65,4,30,556,31
784,37.4,4,30,556,31
785,37.4,4,30,556,31
786,37.4,4,30,556,31
787,37.4,4,30,556,31
788,41.9,3,50,176.5,11.5
789,41.9,3,50,176.5,11.5
790,41.9,3,50,176.5,11.5
791,85.65,2,50,357.75,38.5
792,85.65,2,50,357.75,38.5
793,85.65,2,50,357.75,38.5
794,85.65,2,50,357.75,38.5
795,89.13,1,50,786,38
796,89.13,1,50,786,38
797,89.13,1,50,786,38
798,89.13,1,50,786,38
799,26.81,1,50,786,38
800,26.81,1,50,786,38
801,86.69,2,50,502.75,41.25
802,86.69,2,50,502.75,41.25
803,86.69,2,50,502.75,41.25
804,86.69,2,50,502.75,41.25
805,26.24,2,50,502.75,41.25
806,26.24,2,50,502.75,41.25
807,26.24,2,50,502.75,41.25
808,26.24,2,50,502.75,41.25
809,41.36,3,50,436,43
810,41.36,3,50,436,43
811,41.36,3,50,436,43
812,7.57,2,50,397.5,13
813,7.57,2,50,397.5,13
814,71.55,2,50,388.5,41
815,71.55,2,50,388.5,41
816,71.55,2,50,388.5,41
817,71.55,2,50,388.5,41
818,94.93,2,50,388.5,41
819,94.93,2,50,388.5,41
820,94.93,2,50,388.5,41
821,94.93,2,50,388.5,41
822,93.04,2,50,388.5,41
823,93.04,2,50,388.5,41
824,93.04,2,50,388.5,41
825,93.04,2,50,388.5,41
826,72.92,2,50,388.5,41
827,72.92,2,50,388.5,41
828,72.92,2,50,388.5,41
829,72.92,2,50,388.5,41
830,74.36,2,50,388.5,41
831,74.36,2,50,388.5,41
832,74.36,2,50,388.5,41
833,74.36,2,50,388.5,41
834,334.8,2,50,298,50.5
835,334.8,2,50,298,50.5
836,86.8,4,50,276.5,23
837,86.8,4,50,276.5,23
838,86.8,4,50,276.5,23
839,86.8,4,50,276.5,23
840,86.8,4,50,276.5,23
841,86.8,4,50,276.5,23
842,86.8,4,50,276.5,23
843,86.8,4,50,276.5,23
844,86.8,4,50,276.5,23
845,86.8,4,50,276.5,23
846,86.8,4,50,276.5,23
847,86.8,4,50,276.5,23
848,61.85,3,50,343.5,45.75
849,61.85,3,50,343.5,45.75
850,61.85,3,50,343.5,45.75
851,61.85,3,50,343.5,45.75
852,58.46,2,50,343.5,45.75
853,58.46,2,50,343.5,45.75
854,58.46,2,50,343.5,45.75
855,58.46,2,50,343.5,45.75
856,593.91,2,60,296.5,55.5
857,593.91,2,60,296.5,55.5
858,13.46,4,30,415.6666666666667,32
859,13.46,4,30,415.6666666666667,32
860,13.46,4,30,415.6666666666667,32
861,13.46,4,30,415.6666666666667,32
862,11.94,4,30,415.6666666666667,32
863,11.94,4,30,415.6666666666667,32
864,11.94,4,30,415.6666666666667,32
865,11.94,4,30,415.6666666666667,32
866,18.6,3,50,308.3333333333333,62.666666666666664
867,18.6,3,50,308.3333333333333,62.666666666666664
868,18.6,3,50,308.3333333333333,62.666666666666664
869,31.2,2,50,206.33333333333337,51.333333333333336
870,31.2,2,50,206.33333333333337,51.333333333333336
871,31.2,2,50,206.33333333333337,51.333333333333336
872,24.79,2,50,206.33333333333337,51.333333333333336
873,24.79,2,50,206.33333333333337,51.333333333333336
874,24.79,2,50,206.33333333333337,51.333333333333336
875,25.23,2,50,449,44.5
876,25.23,2,50,449,44.5
877,91.69,1,50,428.5,45.5
878,91.69,1,50,428.5,45.5
879,55.78,2,50,450,45
880,55.78,2,50,450,45
881,130.42,2,50,280.5,22
882,130.42,2,50,280.5,22
883,56.17,2,50,605,28
884,56.17,2,50,605,28
885,98.2,2,50,605,28
886,98.2,2,50,605,28
887,233.87,3,50,278.1666666666667,48
888,233.87,3,50,278.1666666666667,48
889,233.87,3,50,278.1666666666667,48
890,233.87,3,50,278.1666666666667,48
891,233.87,3,50,278.1666666666667,48
892,233.87,3,50,278.1666666666667,48
893,5.24,2,50,158.75,35.75
894,5.24,2,50,158.75,35.75
895,5.24,2,50,158.75,35.75
896,5.24,2,50,158.75,35.75
897,5.24,2,50,158.75,35.75
898,5.24,2,50,158.75,35.75
899,5.24,2,50,158.75,35.75
900,5.24,2,50,158.75,35.75
901,5.24,2,50,158.75,35.75
902,5.24,2,50,158.75,35.75
903,5.24,2,50,158.75,35.75
904,5.24,2,50,158.75,35.75
905,52.88,2,50,417.2,37.6
906,52.88,2,50,417.2,37.6
907,52.88,2,50,417.2,37.6
908,79.35,3,50,417.2,37.6
909,79.35,3,50,417.2,37.6
910,79.35,3,50,417.2,37.6
911,79.35,3,50,417.2,37.6
912,79.35,3,50,417.2,37.6
913,79.35,3,50,417.2,37.6
914,66.54,2,30,323,24
915,66.54,2,30,323,24
916,64.27,2,30,323,24
917,64.27,2,30,323,24
918,122.61,2,30,337.5,41.5
919,122.61,2,30,337.5,41.5
920,29.67,3,50,500.3333333333333,51.333333333333336
921,29.67,3,50,500.3333333333333,51.333333333333336
922,29.67,3,50,500.3333333333333,51.333333333333336
923,29.67,3,50,500.3333333333333,51.333333333333336
924,29.67,3,50,500.3333333333333,51.333333333333336
925,29.67,3,50,500.3333333333333,51.333333333333336
926,28.78,3,50,500.3333333333333,51.333333333333336
927,28.78,3,50,500.3333333333333,51.333333333333336
928,28.78,3,50,500.3333333333333,51.333333333333336
929,28.78,3,50,500.3333333333333,51.333333333333336
930,28.78,3,50,500.3333333333333,51.333333333333336
931,28.78,3,50,500.3333333333333,51.333333333333336
932,97.92,2,60,355,35
933,97.92,2,60,355,35
934,92.16,2,50,355,35
935,92.16,2,50,355,35
936,67.58,4,50,422.3333333333333,41.666666666666664
937,67.58,4,50,422.3333333333333,41.666666666666664
938,67.58,4,50,422.3333333333333,41.666666666666664
939,21.52,3,50,206.33333333333337,51.333333333333336
940,21.52,3,50,206.33333333333337,51.333333333333336
941,21.52,3,50,206.33333333333337,51.333333333333336
942,75.12,3,50,310.5,50.5
943,75.12,3,50,310.5,50.5
944,112.54,3,50,310.5,50.5
945,112.54,3,50,310.5,50.5
946,24.56,2,50,460,42
947,31.03,2,50,460,42
948,130.98,2,50,317.5,47
949,130.98,2,50,317.5,47
950,29.3,2,50,317.5,47
951,29.3,2,50,317.5,47
952,20.38,2,50,460,42
953,105.46,2,50,426,26
954,105.46,2,50,426,26
955,61.9,4,50,565.6666666666666,34.666666666666664
956,61.9,4,50,565.6666666666666,34.666666666666664
957,61.9,4,50,565.6666666666666,34.666666666666664
958,61.9,4,50,565.6666666666666,34.666666666666664
959,61.9,4,50,565.6666666666666,34.666666666666664
960,61.9,4,50,565.6666666666666,34.666666666666664
961,48.98,2,30,313.3333333333333,32
962,48.98,2,30,313.3333333333333,32
963,7.94,2,50,280.5,22
964,7.94,2,50,280.5,22
965,129.92,2,50,467,36
966,129.92,2,50,467,36
967,79.82,2,50,158.75,35.75
968,79.82,2,50,158.75,35.75
969,79.82,2,50,158.75,35.75
970,79.82,2,50,158.75,35.75
971,79.82,2,50,158.75,35.75
972,79.82,2,50,158.75,35.75
973,73,2,50,290,55.5
974,73,2,50,290,55.5
975,53.46,2,50,388.5,41
976,53.46,2,50,388.5,41
977,93.18,2,50,284,44.25
978,93.18,2,50,284,44.25
979,93.18,2,50,284,44.25
980,93.18,2,50,284,44.25
981,18.49,2,50,85.5,52
982,18.49,2,50,85.5,52
983,182.37,4,30,513,32.75
984,182.37,4,30,513,32.75
985,182.37,4,30,513,32.75
986,182.37,4,30,513,32.75
987,54.28,2,50,427.75,42.75
988,54.28,2,50,427.75,42.75
989,54.28,2,50,427.75,42.75
990,54.28,2,50,427.75,42.75
991,79.2,2,50,291.5,38.5
992,79.2,2,50,291.5,38.5
993,169.66,2,50,614,45
994,169.66,2,50,614,45
995,75.03,2,50,168,14.666666666666666
996,75.03,2,50,168,14.666666666666666
997,75.03,2,50,168,14.666666666666666
998,75.03,2,50,168,14.666666666666666
999,75.8,2,50,355,36
1000,75.8,2,50,355,36
1001,20.82,4,50,307.5,33
1002,20.82,4,50,307.5,33
1003,20.82,4,50,307.5,33
1004,20.82,4,50,307.5,33
1005,20.82,4,50,307.5,33
1006,20.82,4,50,307.5,33
1007,215.6,2,50,318.5,43.5
1008,215.6,2,50,318.5,43.5
1009,112.88,2,30,351.5,25.5
1010,112.88,2,30,351.5,25.5
1011,56.17,3,50,379.6666666666667,47.333333333333336
1012,56.17,3,50,379.6666666666667,47.333333333333336
1013,56.17,3,50,379.6666666666667,47.333333333333336
1014,9.31,2,50,272.5,68.5
1015,9.31,2,50,272.5,68.5
1016,16.05,4,30,740,35
1017,16.05,4,30,740,35
1018,38.53,3,50,176.5,11.5
1019,38.53,3,50,176.5,11.5
1020,38.53,3,50,176.5,11.5
1021,22.18,2,50,271,43
1022,22.18,2,50,271,43
1023,239.27,3,30,337.5,41.5
1024,239.27,3,30,337.5,41.5
1025,239.27,3,30,337.5,41.5
1026,239.27,3,30,337.5,41.5
1027,397.28,2,60,620,51.5
1028,397.28,2,60,620,51.5
1029,9.36,2,50,436.5,37
1030,9.36,2,50,436.5,37
1031,71.66,3,50,199,22
1032,71.66,3,50,199,22
1033,103.17,3,50,461.5,47.75
1034,103.17,3,50,461.5,47.75
1035,103.17,3,50,461.5,47.75
1036,103.17,3,50,461.5,47.75
1037,101.42,4,50,332.5,41
1038,101.42,4,50,332.5,41
1039,102.94,3,50,340,49
1040,102.94,3,50,340,49
1041,102.94,3,50,340,49
1042,44.49,1,30,425.5,28.5
1043,44.49,1,30,425.5,28.5
1044,152.71,2,50,387,48.5
1045,152.71,2,50,387,48.5
1046,26.24,2,50,295.5,30
1047,26.24,2,50,295.5,30
1048,26.24,2,50,295.5,30
1049,58,3,50,488.5,45.5
1050,58,3,50,488.5,45.5
1051,50.47,2,50,428.5,44
1052,50.47,2,50,428.5,44
1053,56.01,2,50,295.5,30
1054,56.01,2,50,295.5,30
1055,56.01,2,50,295.5,30
1056,92.17,2,50,461.5,47.75
1057,92.17,2,50,461.5,47.75
1058,134.53,2,50,260.3333333333333,35
1059,134.53,2,50,260.3333333333333,35
1060,134.53,2,50,260.3333333333333,35
1061,70.2,2,50,539.5,38
1062,70.2,2,50,539.5,38
1063,94.75,3,50,436,43
1064,94.75,3,50,436,43
1065,94.75,3,50,436,43
1066,52.83,2,50,338.5,57.5
1067,52.83,2,50,338.5,57.5
1068,115.74,3,50,381.5,52
1069,115.74,3,50,381.5,52
1070,142.61,2,50,387,48.5
1071,142.61,2,50,387,48.5
1072,50.65,4,50,364,61
1073,50.65,4,50,364,61
1074,113.75,3,50,414.5,42.833333333333336
1075,113.75,3,50,414.5,42.833333333333336
1076,113.75,3,50,414.5,42.833333333333336
1077,113.75,3,50,414.5,42.833333333333336
1078,113.75,3,50,414.5,42.833333333333336
1079,113.75,3,50,414.5,42.833333333333336
1080,108.16,2,50,348,41.5
1081,108.16,2,50,348,41.5
1082,75.72,3,50,436,43
1083,75.72,3,50,436,43
1084,75.72,3,50,436,43
1085,115.19,6,50,479,52.5
1086,115.19,6,50,479,52.5
1087,88.33,2,50,388.5,41
1088,88.33,2,50,388.5,41
1089,88.33,2,50,388.5,41
1090,88.33,2,50,388.5,41
1091,13.78,2,50,272.5,68.5
1092,13.78,2,50,272.5,68.5
1093,145.75,4,50,233,29
1094,145.75,4,50,233,29
1095,145.75,4,50,233,29
1096,27.28,2,50,138,54
1097,27.28,2,50,138,54
1098,105.11,2,50,318.5,43.5
1099,105.11,2,50,318.5,43.5
1100,90.39,2,50,357.75,38.5
1101,90.39,2,50,357.75,38.5
1102,28.76,2,50,168,14.666666666666666
1103,28.76,2,50,168,14.666666666666666
1104,159.53,2,50,497,48.5
1105,159.53,2,50,497,48.5
1106,27.15,2,50,158.75,35.75
1107,27.15,2,50,158.75,35.75
1108,27.15,2,50,158.75,35.75
1109,27.15,2,50,158.75,35.75
1110,27.15,2,50,158.75,35.75
1111,27.15,2,50,158.75,35.75
1112,27.15,2,50,158.75,35.75
1113,27.15,2,50,158.75,35.75
1114,27.15,2,50,158.75,35.75
1115,27.15,2,50,158.75,35.75
1116,27.15,2,50,158.75,35.75
1117,27.15,2,50,158.75,35.75
1118,97.98,2,50,477,44
1119,26.69,3,30,415.6666666666667,32
1120,26.69,3,30,415.6666666666667,32
1121,26.69,3,30,415.6666666666667,32
1122,26.69,3,30,415.6666666666667,32
1123,146.62,2,50,426,26
1124,146.62,2,50,426,26
1125,55.35,3,50,523.5,42.5
1126,55.35,3,50,523.5,42.5
1127,270.3,2,50,429,56
1128,270.3,2,50,429,56
1129,107.98,3,30,613,34.5
1130,107.98,3,30,613,34.5
1131,6.08,4,50,250.66666666666663,35
1132,6.08,4,50,250.66666666666663,35
1133,6.08,4,50,250.66666666666663,35
1134,6.08,4,50,250.66666666666663,35
1135,6.08,4,50,250.66666666666663,35
1136,6.08,4,50,250.66666666666663,35
1137,6.08,4,50,250.66666666666663,35
1138,6.08,4,50,250.66666666666663,35
1139,6.08,4,50,250.66666666666663,35
1140,77.61,2,50,317,41
1141,77.61,2,50,317,41
1142,52.57,3,30,732.5,42
1143,52.57,3,30,732.5,42
1144,52.57,3,30,732.5,42
1145,52.57,3,30,732.5,42
1146,126.43,2,30,346.25,33
1147,126.43,2,30,346.25,33
1148,126.43,2,30,346.25,33
1149,126.43,2,30,346.25,33
1150,102.06,2,50,348,41.5
1151,102.06,2,50,348,41.5
1152,62.66,2,50,615.5,48
1153,62.66,2,50,615.5,48
1154,28.84,4,30,242,30
1155,28.84,4,30,242,30
1156,51.9,3,50,388.5,41
1157,51.9,3,50,388.5,41
1158,11.64,3,30,732.5,42
1159,11.64,3,30,732.5,42
1160,58.43,3,30,613,34.5
1161,58.43,3,30,613,34.5
1162,96.77,2,50,483,50.5
1163,96.77,2,50,483,50.5
1164,175.77,2,50,428.5,44
1165,175.77,2,50,428.5,44
1166,34.58,3,30,164.5,39
1167,34.58,3,30,164.5,39
1168,34.58,3,30,164.5,39
1169,34.58,3,30,164.5,39
1170,34.58,3,30,164.5,39
1171,14.49,2,50,355,36
1172,14.49,2,50,355,36
1173,22.77,1,30,249.5,23.5
1174,22.77,1,30,249.5,23.5
1175,35.29,2,50,574,53
1176,35.29,2,50,574,53
1177,35.29,2,50,574,53
1178,35.29,2,50,574,53
1179,20.93,3,50,414.5,42.833333333333336
1180,20.93,3,50,414.5,42.833333333333336
1181,20.93,3,50,414.5,42.833333333333336
1182,121.55,2,50,278.1666666666667,48
1183,121.55,2,50,278.1666666666667,48
1184,121.55,2,50,278.1666666666667,48
1185,121.55,2,50,278.1666666666667,48
1186,121.55,2,50,278.1666666666667,48
1187,121.55,2,50,278.1666666666667,48
1188,70.05,2,50,250.66666666666663,35
1189,70.05,2,50,250.66666666666663,35
1190,70.05,2,50,250.66666666666663,35
1191,70.05,2,50,250.66666666666663,35
1192,70.05,2,50,250.66666666666663,35
1193,70.05,2,50,250.66666666666663,35
1194,57.59,2,50,467,36
1195,57.59,2,50,467,36
1196,47.88,2,50,234.25,27.5
1197,47.88,2,50,234.25,27.5
1198,47.88,2,50,234.25,27.5
1199,47.88,2,50,234.25,27.5
1200,30.11,2,50,138,54
1201,30.11,2,50,138,54
1202,24.25,4,30,242,30
1203,24.25,4,30,242,30
1204,75.76,1,30,617.5,28.5
1205,75.76,1,30,617.5,28.5
1206,75.76,1,30,617.5,28.5
1207,75.76,1,30,617.5,28.5
1208,43.69,4,30,740,35
1209,43.69,4,30,740,35
1210,37.81,3,50,500.3333333333333,51.333333333333336
1211,37.81,3,50,500.3333333333333,51.333333333333336
1212,37.81,3,50,500.3333333333333,51.333333333333336
1213,37.81,3,50,500.3333333333333,51.333333333333336
1214,37.81,3,50,500.3333333333333,51.333333333333336
1215,37.81,3,50,500.3333333333333,51.333333333333336
1216,131.9,2,50,497,48.5
1217,131.9,2,50,497,48.5
1218,102.35,2,50,574,53
1219,102.35,2,50,574,53
1220,102.35,2,50,574,53
1221,102.35,2,50,574,53
1222,202.75,3,50,503,43.5
1223,202.75,3,50,503,43.5
1224,45.8,1,30,249.5,23.5
1225,45.8,1,30,249.5,23.5
1226,76.17,2,50,436.5,37
1227,76.17,2,50,436.5,37
1228,150.28,4,50,332,37.2
1229,150.28,4,50,332,37.2
1230,150.28,4,50,332,37.2
1231,84.34,2,50,291.5,38.5
1232,84.34,2,50,291.5,38.5
1233,8.2,2,50,318.5,43.5
1234,8.2,2,50,318.5,43.5
1235,55.64,4,50,436,43
1236,55.64,4,50,436,43
1237,55.64,4,50,436,43
1238,147.66,3,50,414.5,42.833333333333336
1239,147.66,3,50,414.5,42.833333333333336
1240,147.66,3,50,414.5,42.833333333333336
1241,147.66,3,50,414.5,42.833333333333336
1242,147.66,3,50,414.5,42.833333333333336
1243,147.66,3,50,414.5,42.833333333333336
1244,36.53,2,50,437.5,59.5
1245,36.53,2,50,437.5,59.5
1246,85.27,3,50,333.3333333333333,38
1247,85.27,3,50,333.3333333333333,38
1248,85.27,3,50,333.3333333333333,38
1249,148.68,2,50,461.5,47.75
1250,148.68,2,50,461.5,47.75
1251,148.68,2,50,461.5,47.75
1252,148.68,2,50,461.5,47.75
1253,10.92,4,50,307.5,33
1254,10.92,4,50,307.5,33
1255,10.92,4,50,307.5,33
1256,10.92,4,50,307.5,33
1257,10.92,4,50,307.5,33
1258,10.92,4,50,307.5,33
1259,149.34,2,50,370.6666666666667,44.666666666666664
1260,149.34,2,50,370.6666666666667,44.666666666666664
1261,149.34,2,50,370.6666666666667,44.666666666666664
1262,73.21,3,50,427.75,42.75
1263,73.21,3,50,427.75,42.75
1264,73.21,3,50,427.75,42.75
1265,73.21,3,50,427.75,42.75
1266,41.37,2,50,271,43
1267,41.37,2,50,271,43
1268,120.1,2,50,118,24.666666666666668
1269,120.1,2,50,118,24.666666666666668
1270,120.1,2,50,118,24.666666666666668
1271,105.03,2,50,574,53
1272,105.03,2,50,574,53
1273,105.03,2,50,574,53
1274,105.03,2,50,574,53
1275,83.87,3,50,467.5,34.5
1276,83.87,3,50,467.5,34.5
1277,81.45,2,50,437.5,59.5
1278,81.45,2,50,437.5,59.5
1279,104.88,2,30,351.5,25.5
1280,104.88,2,30,351.5,25.5
1281,104.88,2,30,351.5,25.5
1282,104.88,2,30,351.5,25.5
1283,55.82,2,50,467,36
1284,55.82,2,50,467,36
1285,58.42,2,50,437.5,59.5
1286,58.42,2,50,437.5,59.5
1287,82.2,3,50,500.3333333333333,51.333333333333336
1288,82.2,3,50,500.3333333333333,51.333333333333336
1289,82.2,3,50,500.3333333333333,51.333333333333336
1290,105.16,2,50,416.2,45.6
1291,105.16,2,50,416.2,45.6
1292,105.16,2,50,416.2,45.6
1293,105.16,2,50,416.2,45.6
1294,105.16,2,50,416.2,45.6
1295,105.16,2,50,416.2,45.6
1296,36.66,3,50,436,43
1297,36.66,3,50,436,43
1298,36.66,3,50,436,43
1299,32.32,2,50,158.75,35.75
1300,32.32,2,50,158.75,35.75
1301,32.32,2,50,158.75,35.75
1302,32.32,2,50,158.75,35.75
1303,32.32,2,50,158.75,35.75
1304,32.32,2,50,158.75,35.75
1305,32.32,2,50,158.75,35.75
1306,32.32,2,50,158.75,35.75
1307,32.32,2,50,158.75,35.75
1308,32.32,2,50,158.75,35.75
1309,32.32,2,50,158.75,35.75
1310,32.32,2,50,158.75,35.75
1311,52.72,2,50,234.25,27.5
1312,52.72,2,50,234.25,27.5
1313,52.72,2,50,234.25,27.5
1314,52.72,2,50,234.25,27.5
1315,78.34,2,50,291.5,38.5
1316,78.34,2,50,291.5,38.5
1317,209.16,2,30,214,42
1318,209.16,2,30,214,42
1319,99.75,2,50,404.5,46.5
1320,99.75,2,50,404.5,46.5
1321,18.52,2,50,461.5,47.75
1322,18.52,2,50,461.5,47.75
1323,18.52,2,50,461.5,47.75
1324,18.52,2,50,461.5,47.75
1325,241.63,2,50,355.5,62.5
1326,241.63,2,50,355.5,62.5
1327,95.3,2,50,1135,27
1328,95.3,2,50,1135,27
1329,78.74,2,50,419,48.5
1330,78.74,2,50,419,48.5
1331,56.86,2,50,291.5,38.5
1332,56.86,2,50,291.5,38.5
1333,41.22,2,50,574,53
1334,41.22,2,50,574,53
1335,41.22,2,50,574,53
1336,41.22,2,50,574,53
1337,137.37,1,50,720,41
1338,22.95,2,50,461.5,47.75
1339,22.95,2,50,461.5,47.75
1340,176.69,3,50,315.5,51.5
1341,176.69,3,50,315.5,51.5
1342,137.14,1,50,720,41
1343,28.72,4,50,474,45.5
1344,28.72,4,50,474,45.5
1345,40.92,2,50,158.75,35.75
1346,40.92,2,50,158.75,35.75
1347,40.92,2,50,158.75,35.75
1348,40.92,2,50,158.75,35.75
1349,40.92,2,50,158.75,35.75
1350,40.92,2,50,158.75,35.75
1351,40.92,2,50,158.75,35.75
1352,40.92,2,50,158.75,35.75
1353,40.92,2,50,158.75,35.75
1354,40.92,2,50,158.75,35.75
1355,40.92,2,50,158.75,35.75
1356,40.92,2,50,158.75,35.75
1357,161.79,2,50,357.75,38.5
1358,161.79,2,50,357.75,38.5
1359,161.79,2,50,357.75,38.5
1360,161.79,2,50,357.75,38.5
1361,79.79,2,50,449,44.5
